id,stem,surface_kind,xres,yres,xreal_m,z_range_m,clean_rms_m,degraded_rms_m,has_real_periodicity,n_artifacts,tilt,bow,row_offsets,scars,spikes,hum,line_noise,bow_amp_m,hum_amp_m,hum_angle_deg,hum_period_px,line_noise_sigma_m,n_particles,n_scars,n_spikes,n_terraces,psd_beta,row_offset_sigma_m,scar_amp_m,spike_amp_m,tilt_x_m,tilt_y_m,true_angle_deg,true_period_px
304,00304_particles,particles,256,256,1e-05,6.31279783051524e-07,1.1069531680589709e-07,7.104545251055677e-07,0,3,1,1,0,1,0,0,0,2.4283029622162433e-06,,,,,45,8,,,,,6.659562329121846e-07,,1.8758714541942246e-06,-1.1024862841221737e-06,,
305,00305_lattice,lattice,256,256,5e-05,1.848350621801568e-07,4.6211976174704624e-08,8.826152760314408e-08,1,5,0,1,1,0,1,1,1,-4.323714030338071e-07,7.754079964068466e-08,170.081,11.328,1.3676197974495234e-08,,,8,,,8.426646646316997e-09,,9.318154782210028e-07,,,4.29,21.89
306,00306_lattice,lattice,256,256,1e-05,8.47258317263244e-07,2.1192506547482336e-07,8.963873419318758e-07,1,4,1,0,0,1,1,1,0,,1.3463109948274994e-07,139.846,5.227,,,2,1,,,,6.229073714488184e-07,1.5683615729737802e-06,-2.1076187569928634e-06,2.132859680636202e-06,14.04,11.11
307,00307_grating,grating,256,256,5e-06,3.2899346018639107e-07,1.4085201028887382e-07,1.852531383688239e-07,1,2,0,1,0,0,1,0,0,1.0925548551090902e-06,,,,,,,27,,,,,8.484876628945516e-07,,,80.19,38.3
308,00308_terraces,terraces,256,256,5e-06,1.3048007362412925e-06,2.445936392952886e-07,1.1772343918337877e-06,0,5,1,1,1,1,0,1,0,2.1196309924086625e-07,1.9846177303413462e-07,58.837,7.105,,,11,,4,,2.869443435394728e-07,1.0533932105045761e-06,,-5.983257154179678e-07,3.82222068425887e-06,,
309,00309_rough,rough,256,256,5e-06,7.664729835096994e-07,8.958715464604535e-08,8.646767854855981e-07,0,6,1,1,1,1,0,1,1,2.2254717512509435e-06,3.079505695200035e-07,87.333,5.368,2.661716430551524e-08,,8,,,2.058,2.1838132393703052e-07,7.811949703660764e-07,,-1.666411725480778e-06,-1.916401783052695e-06,,
310,00310_particles,particles,256,256,5e-05,1.3012783890822526e-06,2.6051303242179375e-07,6.075302936401145e-07,0,2,0,1,1,0,0,0,0,-4.931219166014561e-06,,,,,24,,,,,7.537992978329193e-08,,,,,,
311,00311_rough,rough,256,256,5e-06,1.2549735917615572e-06,1.6153918931384598e-07,3.9726274758847975e-07,0,3,1,0,1,1,0,0,0,,,,,,,1,,,2.507,1.8687249545600511e-07,1.178825042954011e-06,,-7.413434408122958e-07,-8.650375541348234e-07,,
312,00312_grating,grating,256,256,2e-05,9.689458663476421e-07,4.237992891397177e-07,5.782876948771414e-07,1,3,1,0,1,0,1,0,0,,,,,,,,39,,,2.5591963736856747e-07,,1.6285839198428805e-06,7.463244978787937e-07,6.499657723325757e-07,36.01,20.53
313,00313_grating,grating,256,256,1e-05,1.247035701350217e-06,5.520347772134854e-07,1.0677216558059079e-06,1,4,1,1,0,1,1,0,0,-2.5395166874515495e-06,,,,,,6,4,,,,5.416368836608598e-07,6.987229253797294e-06,-3.0351554984819985e-06,1.9324226696236725e-07,166.57,20.92
314,00314_smooth,smooth,256,256,5e-06,7.498812471910495e-07,2.0647740763905637e-07,2.1306838032710545e-07,0,2,0,0,0,0,0,1,1,,6.786586555144287e-08,127.207,12.11,1.5888621573162432e-08,,,,,,,,,,,,
315,00315_terraces,terraces,256,256,5e-06,9.309767502260913e-07,1.9465920046572196e-07,5.515032913152503e-07,0,2,1,0,0,0,0,1,0,,8.654994147269571e-08,94.763,28.858,,,,,3,,,,,1.695365021666929e-06,-9.90307065628429e-07,,
316,00316_lattice,lattice,256,256,1e-05,4.3967291930209014e-07,1.0988214712831399e-07,4.843560242190144e-07,1,4,1,0,1,1,0,1,0,,1.3055432435822599e-07,114.708,4.886,,,8,,,,4.473287519944929e-08,2.514240946308026e-07,,-1.2201342860956982e-06,-1.0233620680036315e-06,78.28,14.92
317,00317_particles,particles,256,256,1e-05,1.1043538062248814e-06,2.0003588742924733e-07,9.749825250792584e-07,0,5,1,1,1,1,0,0,1,-1.7375973265680268e-06,,,,4.12558852886772e-08,22,11,,,,1.5063602708930858e-07,6.804213061932706e-07,,1.3810489178523526e-06,-2.6032607222425303e-06,,
318,00318_particles,particles,256,256,1e-05,1.1436710706533447e-06,2.3217500229043111e-07,2.889311866345732e-07,0,2,0,0,0,1,1,0,0,,,,,,29,8,34,,,,6.807320235157101e-07,6.104693292944381e-06,,,,
319,00319_grating,grating,256,256,5e-06,6.049739221395246e-07,2.6616678192196596e-07,5.203292329660171e-07,1,5,1,1,1,1,1,0,0,-2.3357378866073137e-06,,,,,,4,12,,,8.418264100893391e-08,5.524810864235827e-07,3.4046281371937362e-06,5.820927556657471e-07,-1.0965891177495035e-06,50.66,27.54
320,00320_particles,particles,256,256,2e-05,2.870378066696972e-07,5.393562670833471e-08,1.8493123724337008e-07,0,5,1,1,0,0,1,1,1,-4.823525386857511e-07,1.9715349034414112e-08,138.739,10.475,3.9695782457391886e-08,39,,16,,,,,5.333388198930463e-07,-5.025091101674432e-07,1.9601986631925907e-07,,
321,00321_lattice,lattice,256,256,1e-05,1.2180920676159665e-06,3.045270162022989e-07,4.764816424572322e-07,1,5,0,1,0,1,1,1,1,9.59363833520089e-07,4.623568719258127e-07,142.0,5.05,1.288294376522068e-07,,1,24,,,,4.6584084999592154e-07,1.2540161901297551e-06,,,73.48,18.05
322,00322_terraces,terraces,256,256,2e-05,7.719417973641366e-07,1.1779497931433655e-07,7.776803726407013e-07,0,4,1,0,1,0,1,0,1,,,,,1.928255229263414e-08,,,36,6,,3.424067041043634e-08,,2.2437677212468586e-06,-1.6691087541192995e-06,-1.932278754815041e-06,,
323,00323_rough,rough,256,256,2e-05,5.948031640829644e-07,9.188379329526664e-08,3.9600962126946496e-07,0,5,1,1,0,1,1,0,1,-1.56886445840755e-07,,,,8.798712866764376e-08,,7,11,,3.38,,6.578652192046613e-07,1.18983094711297e-06,2.817362011371167e-07,-1.2293423514346347e-06,,
324,00324_terraces,terraces,256,256,5e-06,9.284888159999762e-07,1.4119567364430688e-07,2.641950367300296e-07,0,2,0,1,0,1,0,0,0,-1.8596889533744417e-06,,,,,,1,,5,,,6.190698930202626e-07,,,,,
325,00325_particles,particles,256,256,5e-05,1.0887906585175529e-06,2.4386252764655705e-07,1.0430673432374208e-06,0,2,1,0,1,0,0,0,0,,,,,,60,,,,,1.6966890900848748e-07,,,2.8765398001220264e-06,-1.9984279744133998e-06,,
326,00326_lattice,lattice,256,256,5e-06,2.1398477657377993e-07,5.349893983524077e-08,1.7031547610135883e-07,1,4,1,1,0,0,0,1,1,-8.090651976715172e-07,4.955449556126987e-08,2.629,19.098,1.2381267888457612e-08,,,,,,,,,2.178096579587271e-07,-4.026981211150916e-07,45.47,10.69
327,00327_particles,particles,256,256,2e-05,1.1051654607748372e-06,1.932618924666683e-07,2.389089264778841e-07,0,2,0,1,0,1,0,0,0,1.1622183262557856e-06,,,,,11,3,,,,,4.362519367916692e-07,,,,,
328,00328_terraces,terraces,256,256,2e-05,3.3252777917160905e-07,5.711290065920725e-08,1.4750150264928555e-07,0,3,0,1,1,0,1,0,0,-7.82790761759331e-07,,,,,,,18,6,,1.0277548595822446e-07,,5.458880519130134e-07,,,,
329,00329_lattice,lattice,256,256,5e-06,1.2520800900910461e-06,3.1319202243935963e-07,5.374736480325988e-07,1,5,0,1,1,0,1,1,1,-2.6108523561796055e-07,5.675648975983333e-07,120.013,13.07,6.048661959650614e-08,,,18,,,3.9410970461449254e-08,,6.2387660593318575e-06,,,40.36,20.78
330,00330_terraces,terraces,256,256,5e-05,5.775997515592273e-07,1.0294077671136587e-07,2.1285110227251896e-07,0,4,0,1,1,1,0,1,0,-1.5245076141442858e-06,2.1354226183174833e-07,31.435,21.479,,,11,,6,,2.129326041638464e-08,2.2951790994999795e-07,,,,,
331,00331_particles,particles,256,256,1e-05,1.0945381507724318e-06,1.901777572881118e-07,1.9296828936886916e-07,0,1,0,0,0,0,1,0,0,,,,,,49,,19,,,,,1.9692828445433436e-06,,,,
332,00332_terraces,terraces,256,256,5e-05,7.377164193316407e-07,1.1849392748989751e-07,1.1945048996728505e-07,0,1,0,0,0,0,1,0,0,,,,,,,,6,6,,,,1.6185479548481613e-06,,,,
333,00333_rough,rough,256,256,5e-05,1.0572170236373722e-06,1.472899966024087e-07,4.198628258614906e-07,0,2,1,0,0,0,0,0,1,,,,,7.547052930721657e-08,,,,,2.706,,,,-1.2035363491220776e-06,2.4248108543095004e-07,,
334,00334_smooth,smooth,256,256,5e-06,9.872994746850712e-07,2.1181944351213276e-07,5.027363753917267e-07,0,2,0,1,1,0,0,0,0,-3.06101757205398e-06,,,,,,,,,,2.637481812578907e-07,,,,,,
335,00335_terraces,terraces,256,256,2e-05,1.7123968690027692e-07,3.312922098361962e-08,1.9148688809550216e-07,0,4,1,0,1,0,0,1,1,,8.197215947797533e-08,160.413,5.234,5.050169326851018e-09,,,,3,,5.481316150605894e-08,,,-4.989439962902186e-07,-3.437430263575292e-07,,
336,00336_terraces,terraces,256,256,5e-05,1.2178133436071867e-06,2.1327015570881076e-07,4.5093845253305375e-07,0,2,1,0,0,0,0,1,0,,3.816323975595397e-07,6.891,22.578,,,,,4,,,,,1.2374681889054297e-07,-1.1549120762883522e-06,,
337,00337_lattice,lattice,256,256,1e-05,8.965316192374221e-07,2.2408665057491796e-07,3.206822522697007e-07,1,5,0,1,1,1,0,1,1,1.1283613495677568e-06,1.825689789076267e-07,75.532,27.296,7.663301501605297e-08,,2,,,,1.1367194796865503e-07,3.334585357449861e-07,,,,17.77,23.57
338,00338_smooth,smooth,256,256,2e-05,9.524313500280836e-07,2.2645879322459943e-07,3.750072379911966e-07,0,1,0,0,0,0,0,1,0,,4.0494846964106756e-07,130.753,9.979,,,,,,,,,,,,,
339,00339_grating,grating,256,256,5e-06,6.618601573251321e-07,2.9041585787647336e-07,3.57279976659739e-07,1,4,1,0,0,1,1,0,1,,,,,5.988579853746372e-08,,6,18,,,,5.430257012143798e-07,1.4259315949459903e-06,-3.99277537075098e-07,5.415161852555278e-07,158.22,9.18
340,00340_rough,rough,256,256,5e-06,9.479720840550194e-07,1.5301587531526166e-07,3.903253451104968e-07,0,2,0,0,0,0,0,1,1,,4.666212575585907e-07,78.499,4.178,1.010117097661313e-07,,,,,3.149,,,,,,,
341,00341_rough,rough,256,256,5e-06,5.092738900850696e-07,7.402702295739651e-08,2.0210439286403715e-07,0,3,0,0,1,0,0,1,1,,5.391061192793883e-08,74.115,9.068,6.853839443664591e-08,,,,,2.398,1.7230931786684613e-07,,,,,,
342,00342_rough,rough,256,256,5e-06,8.506654043379887e-07,1.5403231846982607e-07,5.467327375942446e-07,0,3,1,1,0,0,0,0,1,5.334701044613995e-07,,,,9.354287880268855e-08,,,,,3.339,,,,-1.5743047057127153e-06,-1.1351713217071784e-07,,
343,00343_terraces,terraces,256,256,2e-05,1.2708827948690618e-06,2.0211771641099758e-07,2.970240827929973e-07,0,3,1,0,1,0,0,0,1,,,,,1.7777299709301843e-07,,,,5,,9.66760502800755e-08,,,-1.1249979870409724e-07,1.542041392735486e-08,,
344,00344_lattice,lattice,256,256,1e-05,4.327676729222473e-07,1.0816264057570069e-07,1.2560402878330173e-07,1,2,0,0,1,1,0,0,0,,,,,,,9,,,,4.572228287299368e-08,2.603612452105026e-07,,,,43.34,18.58
345,00345_smooth,smooth,256,256,5e-06,3.6583256526292514e-07,8.424239595502609e-08,1.3936408263987856e-07,0,3,0,1,0,0,1,1,0,6.522662560441992e-07,1.1413078255100055e-07,146.9,29.888,,,,7,,,,,1.5703394768478807e-06,,,,
346,00346_lattice,lattice,256,256,1e-05,5.78717156723465e-07,1.4468662264059925e-07,2.7346032773658513e-07,1,3,1,0,1,0,0,1,0,,5.3623744474687205e-08,140.903,17.136,,,,,,,4.2683740557774554e-08,,,-7.745241172522317e-07,7.202679252208632e-08,77.21,14.75
347,00347_terraces,terraces,256,256,2e-05,6.615635709423096e-07,1.2440820091395842e-07,2.662344924417871e-07,0,2,0,1,0,1,0,0,0,2.1046999980628843e-06,,,,,,10,,3,,,4.2226015584774515e-07,,,,,
348,00348_rough,rough,256,256,2e-05,2.205993787973756e-07,2.816546659971769e-08,9.998108463931195e-08,0,4,0,1,0,1,1,1,0,-3.7648391024975565e-07,1.0344410954077387e-07,154.731,10.951,,,12,18,,2.113,,1.7667029324920174e-07,1.1317533288596525e-06,,,,
349,00349_particles,particles,256,256,5e-06,4.974087702998652e-07,6.749395268420539e-08,2.816408640131316e-07,0,6,1,1,1,0,1,1,1,-1.5225017192649147e-06,1.9501769997695343e-07,55.94,18.254,1.5557559458617057e-08,11,,9,,,1.4646560635419724e-07,,9.191891709664483e-07,2.3629856842769826e-07,-1.4744239705183293e-07,,
350,00350_rough,rough,256,256,1e-05,5.726615162073736e-07,9.279167464485617e-08,1.1470715081499657e-07,0,2,0,1,0,0,0,0,1,2.0332901895922494e-08,,,,6.63379813154529e-08,,,,,2.988,,,,,,,
351,00351_grating,grating,256,256,2e-05,8.055149976948308e-07,3.5752532452166274e-07,6.70972977946342e-07,1,4,1,0,1,1,1,0,0,,,,,,,6,31,,,1.50129581519305e-07,1.8874266692653344e-07,4.6615555604591165e-06,4.6617597752026937e-07,1.8143037398090876e-06,120.64,9.08
352,00352_lattice,lattice,256,256,5e-06,4.825880827599983e-07,1.2062354214493805e-07,1.4241056614336467e-07,1,3,0,1,0,0,0,1,1,5.022581819461554e-07,5.918885411306796e-08,139.764,21.928,3.1385400993360736e-08,,,,,,,,,,,24.75,21.61
353,00353_grating,grating,256,256,1e-05,1.2773152269821082e-06,5.503460321833257e-07,8.571138165764543e-07,1,4,1,1,0,0,1,0,1,-6.783461414524429e-07,,,,1.3697307034724294e-07,,,27,,,,,5.3240944438815155e-06,-7.858554132184697e-07,2.0521722383381897e-06,107.24,24.75
354,00354_terraces,terraces,256,256,5e-06,2.5189724735668244e-07,4.3118666967172127e-08,2.2789785796841423e-07,0,4,1,1,0,1,0,1,0,-1.650152763887498e-07,7.048420712858988e-08,52.424,5.172,,,7,,5,,,2.0985316948722973e-07,,5.47328758125874e-07,-5.170012456852477e-07,,
355,00355_grating,grating,256,256,5e-06,9.540746007779882e-07,4.201196659402263e-07,5.224817972973427e-07,1,2,0,1,0,0,0,0,1,2.713571711452832e-06,,,,1.26360227631739e-07,,,,,,,,,,,6.72,11.97
356,00356_lattice,lattice,256,256,2e-05,5.632612410078716e-07,1.4082116133431132e-07,2.3354634585803217e-07,1,4,1,1,1,0,0,1,0,9.640926424011874e-07,1.4615677037364345e-07,39.364,23.7,,,,,,,4.0159954493853966e-08,,,-3.550458267429413e-07,-1.0473494339927725e-07,8.75,19.05
357,00357_smooth,smooth,256,256,5e-05,1.2511255387197026e-06,2.909870463555663e-07,6.210727655885808e-07,0,4,1,0,1,0,1,1,0,,5.5848612142012917e-08,35.289,17.301,,,,2,,,2.543552639220373e-07,,5.4892478350840255e-06,2.2173814244863397e-06,-9.291634785516923e-07,,
358,00358_terraces,terraces,256,256,5e-06,1.2180728541875856e-06,1.7644278631551665e-07,2.3358175016068009e-07,0,2,0,0,1,1,0,0,0,,,,,,,11,,6,,2.4916233539661424e-08,1.1788744927484373e-06,,,,,
359,00359_lattice,lattice,256,256,5e-06,1.0964421065643652e-06,2.741189955433179e-07,9.622924953237602e-07,1,4,1,1,1,0,0,1,0,4.070490904572426e-06,6.409458471622232e-08,153.876,3.292,,,,,,,2.2556244162430913e-07,,,-7.907019717876755e-08,2.736402333736449e-06,61.87,18.47
360,00360_lattice,lattice,256,256,1e-05,9.819308125377228e-07,2.4748837286277196e-07,9.338960386033137e-07,1,4,1,0,1,1,0,1,0,,3.891228024549449e-07,168.678,6.762,,,11,,,,5.801251262774577e-08,5.320226766484177e-07,,2.244982179406484e-06,1.911428589239995e-06,60.44,20.28
361,00361_grating,grating,256,256,1e-05,1.9921548069081177e-07,8.887778074897973e-08,8.936724138396751e-08,1,1,0,0,0,0,0,1,0,,1.2537763986706116e-08,98.356,10.39,,,,,,,,,,,,118.4,23.83
362,00362_lattice,lattice,256,256,1e-05,3.177527117837072e-07,7.943141372728673e-08,7.943141372728673e-08,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,34.37,13.21
363,00363_grating,grating,256,256,2e-05,1.1606129372909359e-06,5.107086951917763e-07,1.0921150634216731e-06,1,4,1,1,1,1,0,0,0,-1.946959478682641e-06,,,,,,10,,,,1.0054755409411529e-07,1.2709418969198311e-06,,1.4268438467462842e-06,2.8564528131753328e-06,4.8,8.53
364,00364_smooth,smooth,256,256,5e-05,5.378994918010585e-07,1.1628797454551737e-07,1.553995342551321e-07,0,3,0,1,0,1,1,0,0,-3.279846164810182e-08,,,,,,12,15,,,,5.454158515857852e-07,2.7161472216878003e-06,,,,
365,00365_particles,particles,256,256,2e-05,5.436735418808488e-07,8.343907750670102e-08,1.269109269086507e-07,0,3,0,1,1,0,0,0,1,-4.268824586419886e-08,,,,5.722572691273168e-08,32,,,,,6.542281099554792e-08,,,,,,
366,00366_smooth,smooth,256,256,5e-06,1.2322104821936374e-06,2.5758745333598016e-07,7.105696042762422e-07,0,4,1,0,0,0,1,1,1,,5.363296497928569e-07,145.9,20.344,4.380452321672745e-08,,,16,,,,,2.345289764046355e-06,8.592800174946854e-07,-2.715222138545348e-06,,
367,00367_rough,rough,256,256,1e-05,8.023503985896354e-07,1.2492099235354844e-07,1.6736521330379493e-07,0,2,0,0,0,1,1,0,0,,,,,,,12,34,,2.989,,3.753525855696104e-07,3.8070113032673547e-06,,,,
368,00368_lattice,lattice,256,256,1e-05,7.841052869733552e-07,1.9603919974573223e-07,5.222184112283773e-07,1,3,1,0,0,1,0,1,0,,2.0203670099281107e-07,163.908,28.252,,,9,,,,,3.8026541026871493e-07,,-1.1144736678492214e-06,-1.1351959517357972e-06,61.63,20.5
369,00369_grating,grating,256,256,5e-06,1.0929615577839438e-06,4.7015511921114467e-07,4.731356937368298e-07,1,1,0,0,0,0,0,0,1,,,,,5.5375359000222846e-08,,,,,,,,,,,34.62,11.19
370,00370_terraces,terraces,256,256,1e-05,1.00063390845723e-06,1.5050323601453648e-07,8.82572634506771e-07,0,3,1,1,1,0,0,0,0,1.0986287530508581e-06,,,,,,,,5,,2.197790417683441e-07,,,1.668876212369968e-06,2.431881883474985e-06,,
371,00371_particles,particles,256,256,5e-05,4.1962046887417283e-07,7.470595143198997e-08,1.2079849542674535e-07,0,4,0,0,1,0,1,1,1,,7.974444044461052e-08,127.623,26.884,6.283886068530051e-08,43,,37,,,3.6586285770658225e-08,,9.369419740676454e-07,,,,
372,00372_smooth,smooth,256,256,1e-05,5.311587414201194e-07,1.1231933023783393e-07,3.532164296895748e-07,0,6,1,0,1,1,1,1,1,,1.894520832940198e-07,159.686,20.813,5.129275520830552e-08,,11,6,,,2.662259632315844e-08,3.5724101049803e-07,7.574801227008125e-07,6.681632802518687e-07,3.018695213434581e-07,,
373,00373_lattice,lattice,256,256,5e-05,1.2038469566167707e-06,3.0100435789803226e-07,3.4546080494631863e-07,1,2,0,0,0,1,1,0,0,,,,,,,12,21,,,,7.685605806677044e-07,6.195485178119092e-06,,,22.48,11.01
374,00374_lattice,lattice,256,256,1e-05,7.853673791739437e-07,1.9634671774832162e-07,2.570977273964874e-07,1,3,0,0,1,1,0,0,1,,,,,5.722738342180758e-08,,10,,,,1.1182786962696781e-07,8.961371567203653e-07,,,,47.66,13.54
375,00375_lattice,lattice,256,256,5e-06,3.2280435177358006e-07,8.069589453938589e-08,2.931428085057246e-07,1,4,1,0,0,1,0,1,1,,8.569947882090596e-08,14.852,12.375,2.6281579322138235e-08,,2,,,,,2.4335211907893656e-07,,-8.957655293342175e-07,-3.031054992269808e-07,74.92,17.18
376,00376_terraces,terraces,256,256,5e-06,1.0841648922151528e-06,1.5283240845099613e-07,1.055763037454671e-06,0,3,1,0,1,1,0,0,0,,,,,,,3,,5,,2.8564918103633884e-07,3.807786209985188e-07,,2.0870286062729363e-06,2.6211355863746993e-06,,
377,00377_grating,grating,256,256,1e-05,5.037618112619152e-07,2.1702453200009293e-07,3.0537348925267225e-07,1,4,1,1,0,1,1,0,0,6.890561688170216e-07,,,,,,3,29,,,,1.089927478605731e-07,2.1117336964166495e-06,6.785020392037774e-07,-8.752728388250016e-08,64.79,35.11
378,00378_grating,grating,256,256,5e-06,1.289836776841309e-06,5.678701260412195e-07,6.601540700808852e-07,1,2,1,0,0,1,0,0,0,,,,,,,8,,,,,1.4698834511083606e-06,,-1.313104431711197e-07,-8.148363993905833e-07,43.65,15.76
379,00379_terraces,terraces,256,256,1e-05,8.887422381178879e-07,2.189082898521353e-07,2.347464191668271e-07,0,3,0,0,0,0,1,1,1,,1.0265025198514477e-07,124.897,20.37,4.6798988045849997e-08,,,1,2,,,,2.6217867749831254e-06,,,,
380,00380_lattice,lattice,256,256,1e-05,9.33396154594586e-07,2.3339351426044587e-07,2.3339351426044587e-07,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,9.17,16.74
381,00381_rough,rough,256,256,5e-06,4.837092621340587e-07,8.076023499211323e-08,2.1925503789220425e-07,0,3,0,1,1,0,0,0,1,1.6270371433731902e-06,,,,3.970290785968749e-08,,,,,2.682,1.0983691429253819e-07,,,,,,
382,00382_lattice,lattice,256,256,1e-05,8.975985934387598e-07,2.2440438219984282e-07,2.4152021762380996e-07,1,1,0,0,0,0,1,0,0,,,,,,,,32,,,,,4.0248134768468e-06,,,30.13,20.92
383,00383_particles,particles,256,256,2e-05,1.3583107183259166e-06,2.0871210761570398e-07,5.038773189616168e-07,0,5,0,1,0,1,1,1,1,-1.0531096250646525e-06,5.159406415045659e-07,175.956,23.889,1.6758586154689521e-07,11,2,28,,,,1.3102043785214176e-06,7.256648998262955e-06,,,,
384,00384_rough,rough,256,256,2e-05,6.173299510467959e-07,7.689971352579166e-08,1.0634518418659405e-07,0,2,0,0,1,0,0,1,0,,9.624434944413788e-08,138.175,6.848,,,,,,2.386,2.085194542602306e-08,,,,,,
385,00385_terraces,terraces,256,256,2e-05,1.1552105990480954e-06,1.710585920564082e-07,4.910585034575036e-07,0,3,1,0,0,0,1,1,0,,2.627725980441843e-07,39.617,9.861,,,,19,6,,,,5.380380333347156e-06,4.707707991734589e-07,1.3772360286070903e-06,,
386,00386_lattice,lattice,256,256,1e-05,7.358032077558242e-07,1.8396160569522758e-07,6.02398994883561e-07,1,2,1,0,1,0,0,0,0,,,,,,,,,,,1.814057677281526e-07,,,6.147581480279259e-08,-1.8807959834300475e-06,25.88,11.17
387,00387_rough,rough,256,256,5e-06,1.0384918306591093e-06,2.2183686426817536e-07,2.6870998682708694e-07,0,2,0,0,0,1,0,0,1,,,,,1.306031185976067e-07,,2,,,3.466,,1.0078823602730037e-06,,,,,
388,00388_grating,grating,256,256,5e-05,2.6280972287299155e-07,1.172953268675461e-07,1.7037947301484586e-07,1,3,1,0,1,0,0,0,1,,,,,3.791758322894441e-08,,,,,,4.931776433613617e-08,,,2.495419577728709e-07,2.4506898799441736e-07,125.8,28.65
389,00389_particles,particles,256,256,1e-05,1.2330943549628894e-07,1.3054297469723876e-08,9.022291017872946e-08,0,6,1,0,1,1,1,1,1,,1.5137719794378957e-08,115.711,23.594,8.451130869942934e-09,13,1,6,,,3.89376509771049e-09,4.490337412361869e-08,4.6977589042927496e-07,-1.5187522743806853e-07,-2.714303369859476e-07,,
390,00390_rough,rough,256,256,5e-06,6.717324723476991e-07,1.2491737850572152e-07,1.9448812248167072e-07,0,2,0,0,0,0,0,1,1,,1.7928524446578095e-07,64.465,27.385,7.528785117918224e-08,,,,,3.284,,,,,,,
391,00391_grating,grating,256,256,2e-05,8.422157727935565e-08,3.6562193390914293e-08,6.082445757703754e-08,1,3,1,0,0,1,1,0,0,,,,,,,8,18,,,,1.4366461694454728e-08,2.0550571487760187e-07,1.6719857938166994e-07,-1.3635452596935544e-08,151.12,21.8
392,00392_particles,particles,256,256,5e-06,8.479190820615112e-07,9.97104205839517e-08,8.114583295931904e-07,0,3,1,0,0,0,1,1,0,,1.486899237775017e-07,158.707,8.481,,15,,4,,,,,4.978549835851858e-06,-2.027668636296437e-06,-1.8148845340123754e-06,,
393,00393_grating,grating,256,256,1e-05,8.946586739641649e-07,3.9994500186662313e-07,8.941187748911748e-07,1,2,1,0,0,0,0,1,0,,1.3942365312644228e-07,30.14,6.605,,,,,,,,,,-1.305228065803377e-06,2.430440170642713e-06,113.19,31.18
394,00394_terraces,terraces,256,256,5e-05,3.80392507409813e-07,7.003825516659048e-08,1.385047352607301e-07,0,2,0,0,0,0,1,1,0,,1.554412822580261e-07,7.555,20.291,,,,38,6,,,,1.9788956745738483e-06,,,,
395,00395_terraces,terraces,256,256,2e-05,7.617119685840927e-07,1.3716341260139835e-07,1.5649875615573296e-07,0,1,0,0,0,0,1,0,0,,,,,,,,24,4,,,,3.883416838326865e-06,,,,
396,00396_smooth,smooth,256,256,1e-05,6.603668978806081e-07,1.4419962386117646e-07,2.2986992297078405e-07,0,2,1,0,0,0,0,0,1,,,,,5.831292109868397e-08,,,,,,,,,9.164511845006793e-07,-7.662866321296857e-07,,
397,00397_rough,rough,256,256,5e-05,7.987292098339551e-07,1.4715835437461008e-07,3.268448815072888e-07,0,2,0,0,1,0,0,1,0,,1.8138288944969185e-07,141.329,3.248,,,,,,3.373,2.687752881983182e-07,,,,,,
398,00398_terraces,terraces,256,256,2e-05,1.151087313727907e-06,2.0210886788975419e-07,3.192926244249522e-07,0,4,0,1,1,1,1,0,0,-3.102703970463921e-07,,,,,,4,12,5,,2.040859926132374e-07,3.5690109439560073e-07,6.846625419168042e-06,,,,
399,00399_terraces,terraces,256,256,5e-06,7.527556498286625e-07,1.4428621484131522e-07,4.3260809011234586e-07,0,3,1,1,0,0,1,0,0,2.2692393235427595e-06,,,,,,,34,3,,,,2.316452168953669e-06,2.2027244937343283e-07,1.1717712072522043e-06,,
400,00400_lattice,lattice,256,256,2e-05,1.27066022379321e-06,3.17632492623006e-07,9.678374468982763e-07,1,4,1,1,0,1,0,1,0,-2.883507857310029e-06,3.2112575163889245e-07,53.061,8.027,,,7,,,,,7.96371359193958e-07,,-1.5906659339469609e-06,-2.409086468891248e-06,29.72,18.3
401,00401_lattice,lattice,256,256,5e-05,1.2946174435663187e-06,3.2386994446263284e-07,8.523891063575058e-07,1,2,1,0,0,0,1,0,0,,,,,,,,40,,,,,6.823569147449055e-06,-5.9497719595613644e-08,-2.6500820245108132e-06,37.98,25.74
402,00402_rough,rough,256,256,5e-06,1.1208254132822133e-06,1.3939132630046164e-07,1.0330196854138936e-06,0,3,1,0,0,1,0,1,0,,4.319825998299112e-07,82.034,12.023,,,6,,,2.137,,1.1828081483736788e-06,,-9.623041921847333e-07,-3.227232854806534e-06,,
403,00403_grating,grating,256,256,5e-05,9.517466041808026e-07,4.2799617465801285e-07,5.417978956131443e-07,1,4,0,1,1,1,0,0,1,2.4934669694304455e-06,,,,1.307031149787734e-07,,8,,,,1.0108579569682917e-07,9.891200615462988e-07,,,,104.77,31.9
404,00404_terraces,terraces,256,256,1e-05,2.117423745274921e-07,3.312073956630167e-08,1.721793550197218e-07,0,4,1,1,1,0,1,0,0,-4.076015903949939e-07,,,,,,,12,5,,5.91691886227719e-08,,1.043376604561996e-06,3.658582470503541e-07,-3.7976921676825135e-07,,
